ID,author_year,country,cohort_name,cohort_abbrev,study_design,estimateType,analysis_type,temporality,exposure_characteristic,exposure_dx_class,outcome_characteristic,outcome_dx_class,dx_pair,exposure_modified_label,outcome_modified_label,pair,mood_anx_unadj,mood_anx_adj,bi3_ago_unadj,bi3_ago_adj,bi3_ocd_unadj,bi3_ocd_adj,bi3_gad_unadj,bi3_gad_adj,bi3_pd_unadj,bi3_pd_adj,bi3_pts_unadj,bi3_pts_adj,bi3_so_unadj,bi3_so_adj,bi3_sp_unadj,bi3_sp_adj,bi3_anx_unadj,bi3_anx_adj,dep_ocd_unadj,dep_ocd_adj,dep_gad_unadj,dep_gad_adj,dep_pds_unadj,dep_pds_adj,dep_pts_unadj,dep_pts_adj,dep_so_unadj,dep_so_adj,dep_sp_unadj,dep_sp_adj,dep_anx_unadj,dep_anx_adj,dep_ago_unadj,dep_ago_adj,dys_ago_unadj,dys_ago_adj,dys_ocd_unadj,dys_ocd_adj,dys_gad_unadj,dys_gad_adj,dys_pds_unadj,dys_pds_adj,dys_pts_unadj,dys_pts_adj,dys_so_unadj,dys_so_adj,dys_sp_unadj,dys_sp_adj,dys_anx_unadj,dys_anx_adj,mood_gad_unadj,mood_gad_adj,mood_so_unadj,mood_so_adj,mood_sp_unadj,mood_sp_adj,type1,UnadjRate1,UnadjLowerCI1,UnadjUpperCI1,PValue_Unadjusted,type2,AdjRate1,AdjLowerCI1,AdjUpperCI1,PValue_Adjusted,type3,a,c,b,d
81,"Leray et al, 2011",France,The Mental Health in General Population (MHGP),MHGP,cross-sectional,odds ratios,logistic regression,period-prevalence,6-month,anxiety disorder,6-month,mood disorder,PTSD-MDE,PTSD,depression,PTSD-depression,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.2,2.4,4.2,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.51,3.32,9.15,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,major depression-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.27,1.59,3.24,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,major depression-agoraphobia without panic disorder,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,2.66,1.86,3.8,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.39,3.94,7.38,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,3.59,1.86,6.92,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,Overall,2.48,1.38,4.46,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-agoraphobia without panic disorder,dysthymia,agoraphobia,dysthymia-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,3.18,1.67,6.07,,,,,,,,,,,
83,"Serrano-Blanco et al, 2010",Spain,The Diagnostic and Assessment Study of Mental Disorders in Primary Care (DASMAP),DASMAP,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Overall,3.61,2.28,5.73,,,,,,,,,,,
84,"Schrier et al, 2012",Netherlands,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7,14,28,258
85,"Schoevers et al, 2003",Netherlands,The Amsterdam Study of the Elderly (AMSTEL),AMSTEL,prospective cohort,crude estimate,2 X 2 table,period-prevalence,,mood disorder,,anxiety disorder,depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,67,111,463,3410
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,lifetime,lifetime ,mood disorder,lifetime,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,28,1,52,49
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,period-prevalence,,mood disorder,,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,20,1,60,49
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,47,8,113,92
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,lifetime,lifetime ,mood disorder,lifetime,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,20,3,60,47
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,period-prevalence,,mood disorder,,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,19,3,61,47
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime ,anxiety disorder,bipolar disorder-anxiety disorder,bipolar disorder,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,49,7,31,43
86,"Zutshi et al, 2006",India,The National Institute of Mental Health and Neurosciences (NIMHANS),NIMHANS,case-control,crude estimate,2 X 2 table,period-prevalence,,mood disorder,,anxiety disorder,bipolar disorder-anxiety disorder,bipolar disorder,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,40,7,40,43
88,"Stylianidis et al, 2014",Greece,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,2-weeks,mood disorder,2-weeks,anxiety disorder,depressive episode-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12,17,120,751
88,"Stylianidis et al, 2014",Greece,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,2-weeks,mood disorder,2-weeks,anxiety disorder,depressive episode-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,27,20,105,748
88,"Stylianidis et al, 2014",Greece,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,6-month,mood disorder,6-month,anxiety disorder,depressive episode-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,25,44,107,724
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.37,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,5.44,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.5,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.86,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.34,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.11,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.94,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Overall,12.19,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-agoraphobia,dysthymia,agoraphobia,dysthymia-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,4.08,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,Overall,4.74,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,8.34,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Overall,4.13,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,Overall,8,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-OCD,dysthymia,OCD,dysthymia-OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Overall,12.41,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-panic disorder,bipolar disorder,panic disorder,bipolar disorder-panic disorder,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.36,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-agoraphobia,bipolar disorder,agoraphobia,bipolar disorder-agoraphobia,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.86,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-specific phobia,bipolar disorder,specific phobia,bipolar disorder-specific phobia,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.17,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.27,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.46,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-PTSD,bipolar disorder,PTSD,bipolar disorder-PTSD,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.73,,,0.01,,,,,,,,,,
89,"Scott et al, 2006",New Zealand,The New Zealand Mental Health Survey (NZMHS),NZMHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12.37,,,0.01,,,,,,,,,,
90,"Schaffer et al, 2006",Canada,The Canadian Community Health Survey-Mental Health and Well-Being (CCHS),CCHS 1.2,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-anxiety disorder,bipolar disorder,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.94,6.35,9.92,,,,,,,,,,,
91,"Weissman et al, 1994",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.9,5.1,9.3,,,,,,,,,,,
91,"Weissman et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.8,2.1,7.1,,,,,,,,,,,
91,"Weissman et al, 1994",Puerto Rico,The Puerto Rico Study of Psychiatric Disorders,The Puerto Rico Study of Psychiatric Disorders,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.4,1.6,12.1,,,,,,,,,,,
91,"Weissman et al, 1994",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.5,3.7,48.6,,,,,,,,,,,
91,"Weissman et al, 1994",Taiwan,The Taiwan Psychiatric Epidemiological Project (TPEP),TPEP,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.9,4.8,24.7,,,,,,,,,,,
91,"Weissman et al, 1994",South Korea,The Korean Epidemiologic Study of Mental Disorders,The Korean Epidemiologic Study of Mental Disorders,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.8,2.4,9.8,,,,,,,,,,,
91,"Weissman et al, 1994",New Zealand,The Christchurch Psychiatric Epidemiology Study (CPES),CPES,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.1,2.3,11.3,,,,,,,,,,,
92,"Spaner et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,35,67,309,2847
92,"Spaner et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,36,12,308,2902
92,"Spaner et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-phobia,depression,phobia disorder,depression-phobia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,71,227,273,2687
93,"Kolada et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,OCD-depression,OCD,depression,OCD-depression,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,30,252,73,2903
93,"Kolada et al, 1994",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,crude estimate,2 X 2 table,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,OCD-dysthymia,OCD,dysthymia,OCD-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13,107,90,3048
94,"Zhang et al, 2015",France,The ESPRIT study,The ESPRIT study,cross-sectional,odds ratios,logistic regression,period-prevalence,6-month,mood disorder,6-month,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.8,1.29,6.11,,Overall,13,78,45,1838
95,"Wichstrom et al, 2012",Norway,,,cross-sectional,odds ratios,logistic regression,period-prevalence,3-month,mood disorder,3-month,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.1,2.9,9.1,,,,,,,,,,,
96,"Weissman et al, 1996",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.6,4,8,,,,,,
96,"Weissman et al, 1996",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,19.5,9.4,40.6,,,,,,
96,"Weissman et al, 1996",Canada,The Edmonton survey,The Edmonton Survey,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.2,1.7,5.9,,,,,,
96,"Weissman et al, 1996",Puerto Rico,The Puerto Rico Study of Psychiatric Disorders,The Puerto Rico Study of Psychiatric Disorders,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,16.8,6.5,43.7,,,,,,
96,"Weissman et al, 1996",Puerto Rico,The Puerto Rico Study of Psychiatric Disorders,The Puerto Rico Study of Psychiatric Disorders,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.6,1.2,10.9,,,,,,
96,"Weissman et al, 1996",Germany,The Munich Follow-up study (MFS),MFS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,MDD-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.5,3.4,53.4,,,,,,
